id,date,time,latitude,longitude
C30011,10-03-2014,06:28:19,-22.935432,-43.352482
C30011,10-03-2014,06:29:19,-22.937265,-43.350765
C30011,10-03-2014,06:30:19,-22.938484,-43.348499
C30011,10-03-2014,06:31:19,-22.938589,-43.346851
C30011,10-03-2014,06:32:19,-22.939438,-43.34409
C30011,10-03-2014,06:32:49,-22.939804,-43.343777
C30011,10-03-2014,06:34:19,-22.943533,-43.345932
C30011,10-03-2014,06:35:19,-22.947771,-43.347969
C30011,10-03-2014,06:36:19,-22.94989,-43.348564
C30011,10-03-2014,06:37:19,-22.952684,-43.352432
C30011,10-03-2014,06:38:19,-22.953157,-43.355095
C30011,10-03-2014,06:39:19,-22.95385,-43.35733
C30011,10-03-2014,06:40:09,-22.957785,-43.356991
C30011,10-03-2014,06:41:09,-22.962528,-43.357262
C30011,10-03-2014,06:42:09,-22.963434,-43.357353
C30011,10-03-2014,06:43:09,-22.963615,-43.357361
C30011,10-03-2014,06:44:09,-22.966398,-43.357368
C30011,10-03-2014,06:45:09,-22.971273,-43.361759
C30011,10-03-2014,06:46:09,-22.979918,-43.365997
C30011,10-03-2014,06:47:09,-22.984858,-43.366108
C30011,10-03-2014,06:48:09,-22.987978,-43.366123
C30011,10-03-2014,06:48:39,-22.991253,-43.36618
C30011,10-03-2014,06:50:09,-22.995726,-43.366146
C30011,10-03-2014,06:51:09,-23.00176,-43.36784
C30011,10-03-2014,06:52:19,-23.001278,-43.36515
C30011,10-03-2014,06:53:18,-23.001282,-43.365208
C30011,10-03-2014,06:54:18,-23.00132,-43.365322
C30011,10-03-2014,06:56:18,-23.00132,-43.365322
C30011,10-03-2014,06:58:18,-23.002867,-43.365894
C30011,10-03-2014,06:59:18,-22.997602,-43.365074
C30011,10-03-2014,07:00:18,-22.989437,-43.365421
C30011,10-03-2014,07:00:48,-22.984804,-43.365292
C30011,10-03-2014,07:02:18,-22.980501,-43.365326
C30011,10-03-2014,07:03:18,-22.971828,-43.361378
C30011,10-03-2014,07:04:18,-22.963972,-43.356964
C30011,10-03-2014,07:05:18,-22.962221,-43.357037
C30011,10-03-2014,07:06:18,-22.962124,-43.357056
C30011,10-03-2014,07:07:18,-22.955931,-43.355621
C30011,10-03-2014,07:08:18,-22.953157,-43.354897
C30011,10-03-2014,07:09:18,-22.952696,-43.352318
C30011,10-03-2014,07:10:18,-22.950583,-43.348728
C30011,10-03-2014,07:11:18,-22.948736,-43.348125
C30011,10-03-2014,07:12:18,-22.944223,-43.346191
C30011,10-03-2014,07:13:18,-22.941776,-43.344574
C30011,10-03-2014,07:14:18,-22.940477,-43.34341
C30011,10-03-2014,07:15:18,-22.938662,-43.345089
C30011,10-03-2014,07:16:18,-22.938494,-43.347366
C30011,10-03-2014,07:18:18,-22.936661,-43.351311
C30011,10-03-2014,07:19:18,-22.936108,-43.35191
C30011,10-03-2014,07:21:18,-22.930265,-43.353531
C30011,10-03-2014,07:22:18,-22.929346,-43.353813
C30011,10-03-2014,07:25:18,-22.922832,-43.360966
C30011,10-03-2014,07:26:18,-22.919641,-43.360359
C30011,10-03-2014,07:27:18,-22.918335,-43.360897
C30011,10-03-2014,07:28:18,-22.915213,-43.36084
